"תאריך","הגרלה","_1_","_2_","_3_","_4_","_5_","_6_","_7_","_8_","_9_","_10_","_11_","_12_","_13_","_14_","_15_","_16_","_17_","מספר_הזוכים_בפרס_הראשון"
"23/08/05","1464","08","09","13","14","15","18","19","22","27","30","31","36","42","49","50","58","62","0"
"23/08/05","1463","05","08","09","12","17","24","29","33","35","37","38","40","41","45","50","57","67","1"
"22/08/05","1462","05","08","11","14","17","18","20","23","24","26","30","31","38","41","49","56","59","0"
"22/08/05","1461","03","04","12","17","22","23","24","25","29","30","37","40","46","57","64","68","70","0"
"21/08/05","1460","07","14","15","17","18","24","26","29","42","45","48","49","51","53","64","66","68","0"
"21/08/05","1459","02","11","13","19","21","24","25","26","29","32","44","45","48","51","56","65","68","1"
"20/08/05","1458","02","03","08","23","30","32","38","39","40","43","44","47","49","57","60","68","70","0"
"19/08/05","1457","04","06","12","20","21","26","27","29","33","35","36","43","48","52","63","67","68","1"
"18/08/05","1456","09","12","19","24","25","26","28","29","30","33","35","41","42","48","54","56","65","0"
"18/08/05","1455","03","05","14","22","27","28","29","32","33","36","40","52","55","57","61","67","69","0"
"17/08/05","1454","03","04","05","06","13","14","23","24","26","27","33","40","47","56","61","62","64","1"
"17/08/05","1453","01","02","03","10","12","24","29","36","37","40","41","46","50","51","58","67","70","0"
"16/08/05","1452","01","12","14","18","20","29","33","35","37","39","40","44","46","48","52","58","70","0"
"16/08/05","1451","01","06","08","09","16","21","26","29","31","33","35","39","41","51","54","60","62","1"
"15/08/05","1450","01","02","05","16","31","35","38","43","44","45","47","50","53","55","58","62","68","0"
"15/08/05","1449","05","07","08","12","13","16","19","22","31","32","34","42","45","48","52","61","65","0"
"14/08/05","1448","02","05","15","16","17","20","24","28","34","36","44","53","55","61","63","67","68","2"
"14/08/05","1447","03","13","18","19","22","33","34","37","43","46","53","54","57","60","64","65","66","0"
"12/08/05","1446","02","03","04","08","15","20","27","29","30","34","35","36","37","54","59","60","64","0"
"11/08/05","1445","02","09","12","16","20","22","24","29","30","33","38","39","46","51","63","68","69","0"
"11/08/05","1444","03","08","13","15","23","24","36","37","40","42","46","47","51","52","55","62","70","1"
"10/08/05","1443","05","06","09","20","21","24","25","26","32","48","50","54","55","58","60","63","65","0"
"10/08/05","1442","03","06","10","12","13","18","22","29","32","37","48","49","50","60","66","67","69","1"
"09/08/05","1441","03","07","08","12","13","15","19","23","24","26","37","44","49","50","51","65","70","3"
"09/08/05","1440","01","06","09","14","15","17","22","30","36","40","44","45","47","52","53","55","68","0"
"08/08/05","1439","01","05","12","13","17","21","28","29","30","36","37","42","43","46","55","58","63","1"
"08/08/05","1438","04","09","13","16","21","36","37","39","40","41","48","54","58","60","61","62","68","2"
"07/08/05","1437","14","19","22","23","25","29","38","40","42","43","51","53","58","59","60","65","69","0"
"07/08/05","1436","02","04","06","11","13","23","25","27","30","31","35","36","43","49","56","58","60","1"
"06/08/05","1435","01","04","09","16","19","21","29","30","35","43","48","51","58","62","64","65","67","1"
"05/08/05","1434","04","06","08","09","16","17","19","20","24","29","38","40","41","43","53","58","59","0"
"04/08/05","1433","08","15","16","18","27","29","32","36","41","46","51","52","53","56","60","69","70","0"
"04/08/05","1432","04","05","21","23","24","27","29","34","35","39","44","50","55","56","57","63","64","0"
"03/08/05","1431","14","17","21","25","28","32","36","38","39","40","42","52","61","63","64","68","69","0"
"03/08/05","1430","01","03","07","10","12","14","16","17","19","26","29","32","34","35","37","39","43","4"
"02/08/05","1429","10","17","24","26","34","36","40","42","45","49","50","54","56","63","64","67","68","0"
"02/08/05","1428","04","09","14","25","26","33","34","39","41","42","43","49","50","51","58","62","64","0"
"01/08/05","1427","03","08","12","14","15","32","34","39","42","48","52","54","56","61","63","65","66","0"
"01/08/05","1426","01","02","03","13","14","19","22","28","34","38","39","44","45","54","58","59","69","1"
"31/07/05","1425","04","06","14","15","16","17","24","29","30","32","33","36","37","41","43","51","63","0"
"31/07/05","1424","08","15","20","28","29","36","38","44","48","51","53","54","55","58","63","66","70","0"
"30/07/05","1423","10","11","16","23","24","32","38","42","47","51","54","56","58","60","63","67","69","0"
"29/07/05","1422","02","07","11","13","18","19","20","32","38","42","47","51","52","57","59","67","70","1"
"28/07/05","1421","06","10","15","20","24","26","38","39","48","49","52","54","55","60","62","65","69","0"
"28/07/05","1420","04","05","06","07","14","17","20","25","30","31","41","42","45","58","59","60","62","2"
"27/07/05","1419","01","03","06","09","15","17","22","27","28","35","37","51","53","55","62","63","68","1"
"27/07/05","1418","09","10","13","16","24","27","31","32","34","36","38","39","57","58","60","61","65","0"
"26/07/05","1417","05","07","08","10","11","15","41","46","47","51","55","57","58","59","61","63","67","1"
"26/07/05","1416","03","05","06","08","12","16","17","26","28","34","35","39","46","58","59","61","68","0"
"25/07/05","1415","01","09","10","16","17","19","41","44","45","48","49","55","56","58","62","64","69","0"
"25/07/05","1414","06","10","11","22","23","24","25","30","32","36","41","44","45","63","65","67","68","0"
"24/07/05","1413","02","07","10","11","15","16","25","33","35","38","39","42","45","52","55","56","70","0"
"24/07/05","1412","05","09","10","17","19","20","26","31","35","51","53","57","58","62","63","67","69","0"
"23/07/05","1411","04","13","14","15","17","18","22","26","28","35","37","43","44","45","47","56","62","0"
"22/07/05","1410","02","03","07","08","16","17","19","22","28","29","30","32","45","49","50","52","66","0"
"21/07/05","1409","02","12","23","26","27","37","40","42","44","47","49","50","51","53","56","68","69","1"
"21/07/05","1408","04","06","10","11","15","19","27","28","29","45","49","53","56","64","66","67","68","0"
"20/07/05","1407","01","03","04","11","12","16","21","25","32","34","37","39","45","46","54","57","69","0"
"20/07/05","1406","03","18","22","30","38","41","46","48","49","50","52","53","55","57","64","67","69","0"
"19/07/05","1405","07","17","22","27","28","34","39","42","43","44","46","47","48","51","52","63","65","1"
"19/07/05","1404","02","11","17","18","23","24","27","34","39","44","46","47","49","53","56","63","69","1"
"18/07/05","1403","01","06","12","16","22","29","30","31","34","35","40","41","42","45","46","48","70","0"
"18/07/05","1402","02","03","05","08","09","10","14","15","23","33","38","40","44","57","61","64","65","0"
"17/07/05","1401","04","06","07","19","25","27","29","41","45","51","53","55","58","60","62","63","69","0"
"17/07/05","1400","01","02","03","05","09","20","24","26","30","32","42","49","50","52","60","67","70","1"
"16/07/05","1399","03","04","10","15","19","22","25","29","31","36","38","40","42","43","59","60","66","0"
"15/07/05","1398","03","12","20","30","31","33","35","36","37","48","59","61","63","65","67","68","70","1"
"14/07/05","1397","04","06","08","17","18","22","41","42","44","48","53","57","58","63","65","66","67","0"
"14/07/05","1396","01","06","07","08","14","28","38","43","45","51","52","58","62","64","65","66","70","0"
"13/07/05","1395","09","11","12","24","29","34","40","41","45","52","53","54","56","62","63","68","69","0"
"13/07/05","1394","01","06","07","09","16","27","28","31","38","40","42","45","48","54","58","62","65","0"
"12/07/05","1393","08","15","20","21","23","29","30","32","36","41","43","44","50","55","61","69","70","1"
"12/07/05","1392","02","03","12","13","27","29","38","42","43","47","51","54","60","61","66","68","69","0"
"11/07/05","1391","03","10","11","14","20","22","25","29","31","32","34","53","56","62","64","66","68","0"
"11/07/05","1390","01","11","15","16","17","18","20","27","28","47","51","55","56","61","64","67","70","0"
"10/07/05","1389","09","16","19","20","21","31","32","34","39","41","42","48","50","56","62","64","65","0"
"10/07/05","1388","01","02","04","09","16","29","31","32","39","41","45","47","54","58","60","63","66","0"
"09/07/05","1387","02","09","10","18","19","20","23","41","45","46","52","53","55","58","60","64","65","1"
"08/07/05","1386","03","10","12","15","16","19","24","25","32","35","39","40","49","57","64","66","69","0"
"07/07/05","1385","07","12","16","18","19","20","21","27","29","32","37","43","51","54","58","62","69","0"
"07/07/05","1384","02","04","06","07","16","18","21","22","34","37","41","43","52","59","63","65","70","0"
"06/07/05","1383","06","08","13","17","20","26","27","29","33","37","39","42","49","55","57","68","69","0"
"06/07/05","1382","01","10","14","15","17","21","30","31","36","37","43","45","47","64","65","67","70","0"
"05/07/05","1381","04","15","18","19","21","23","27","36","38","39","46","56","61","64","68","69","70","2"
"05/07/05","1380","02","03","11","18","20","23","26","27","33","37","44","47","53","56","59","63","69","0"
"04/07/05","1379","01","04","09","13","18","28","30","31","32","37","43","45","46","50","59","61","68","0"
"04/07/05","1378","23","26","29","30","31","33","36","43","48","49","50","56","57","61","62","67","68","2"
"03/07/05","1377","01","02","15","20","22","24","27","34","39","41","53","54","56","59","63","66","68","0"
"03/07/05","1376","01","02","08","11","19","22","24","27","34","35","37","43","49","53","54","61","69","0"
"02/07/05","1375","02","05","06","09","18","19","22","32","42","45","50","51","53","59","62","66","67","0"
"01/07/05","1374","22","23","24","29","31","37","40","42","46","49","51","54","56","57","62","68","70","0"
"30/06/05","1373","01","10","11","14","18","24","31","32","44","46","47","49","59","60","64","68","69","1"
"30/06/05","1372","03","09","11","15","25","28","31","37","44","54","56","58","60","62","65","66","69","0"
"29/06/05","1371","01","06","10","20","22","24","26","32","34","35","40","41","42","44","50","64","70","1"
"29/06/05","1370","08","09","12","13","18","21","35","38","39","44","45","47","51","55","57","62","69","2"
"28/06/05","1369","05","12","14","16","25","28","31","32","34","36","46","47","57","64","65","67","70","0"
"28/06/05","1368","01","06","12","13","24","35","37","38","39","43","44","45","46","53","54","59","61","0"
"27/06/05","1367","12","14","15","16","26","28","38","39","43","44","48","51","55","57","58","59","61","0"
"27/06/05","1366","03","04","11","12","19","21","22","25","35","38","39","40","41","42","45","61","69","0"
"26/06/05","1365","01","06","09","11","12","17","22","23","28","33","39","41","42","48","50","52","69","1"
"26/06/05","1364","04","06","16","20","23","28","32","39","41","46","49","51","60","61","64","67","68","0"
"25/06/05","1363","07","09","10","12","16","17","19","31","33","36","50","53","55","56","59","67","70","0"
"24/06/05","1362","05","07","12","16","19","20","25","30","38","46","48","49","52","54","58","63","66","0"
"23/06/05","1361","07","17","18","22","27","30","36","37","42","48","52","58","59","60","62","66","69","0"
"23/06/05","1360","01","08","11","13","16","21","23","26","29","32","37","38","41","44","48","51","62","0"
"22/06/05","1359","01","04","08","13","16","17","21","32","38","42","48","52","54","59","62","66","69","1"
"22/06/05","1358","05","11","12","13","17","23","25","27","28","36","39","41","50","51","56","57","58","1"
"21/06/05","1357","05","14","16","18","23","27","32","34","39","41","42","46","50","53","54","59","63","0"
"21/06/05","1356","01","07","20","21","23","30","39","44","49","51","53","57","62","64","66","67","69","0"
"20/06/05","1355","01","04","05","12","16","21","25","27","33","35","42","49","53","54","57","59","69","1"
"20/06/05","1354","02","04","08","18","24","27","29","31","32","40","50","51","53","55","56","62","67","0"
"19/06/05","1353","09","13","20","21","24","30","39","41","44","48","56","58","60","63","64","65","66","2"
"19/06/05","1352","03","20","24","26","30","31","34","37","38","40","45","51","59","61","64","67","70","0"
"18/06/05","1351","05","09","17","19","20","21","22","30","32","35","38","40","44","46","53","54","56","0"
"17/06/05","1350","02","03","12","16","17","21","30","31","32","36","37","38","42","45","56","57","64","0"
"16/06/05","1349","02","08","10","16","18","20","23","31","33","35","36","48","49","52","54","61","63","1"
"16/06/05","1348","01","02","06","18","23","32","33","34","41","42","45","47","48","49","50","54","66","0"
"15/06/05","1347","04","13","16","18","24","27","31","33","35","36","45","47","57","62","63","67","70","0"
"15/06/05","1346","13","16","19","20","29","30","32","39","41","51","53","56","58","59","60","64","65","0"
"14/06/05","1345","02","04","10","14","18","22","24","28","36","43","45","46","52","58","59","65","66","1"
"14/06/05","1344","02","04","05","10","12","17","20","21","22","33","36","37","40","53","55","61","63","1"
"13/06/05","1343","06","09","11","17","23","24","30","32","35","36","39","43","58","59","63","66","69","0"
"12/06/05","1342","15","19","26","30","33","37","39","46","50","52","53","54","55","62","63","66","67","0"
"11/06/05","1341","01","10","16","25","26","30","42","43","44","46","48","49","55","57","64","68","70","0"
"10/06/05","1340","02","03","13","15","17","18","22","23","31","42","44","48","55","63","65","69","70","2"
"09/06/05","1339","08","11","16","25","26","28","30","31","37","39","40","43","49","55","60","65","70","0"
"09/06/05","1338","01","06","07","10","11","13","14","16","17","19","23","41","46","50","58","66","67","1"
"08/06/05","1337","05","12","18","20","21","27","29","33","37","38","40","41","44","51","52","57","67","2"
"08/06/05","1336","08","09","10","11","17","20","21","23","27","35","39","40","43","50","53","60","62","0"
"07/06/05","1335","01","10","16","17","18","20","21","22","27","36","38","52","54","56","59","65","66","1"
"07/06/05","1334","11","13","16","17","26","29","31","38","44","46","53","54","56","59","61","69","70","0"
"06/06/05","1333","02","05","08","09","11","14","22","31","36","37","46","49","52","58","60","62","66","0"
"06/06/05","1332","02","03","08","15","20","24","25","26","27","34","35","41","51","53","60","61","69","0"
"05/06/05","1331","05","07","12","13","20","24","26","29","32","34","41","47","51","55","58","60","70","0"
"05/06/05","1330","03","05","10","12","14","15","17","19","21","24","25","28","32","37","55","61","64","2"
"04/06/05","1329","02","04","06","10","21","31","36","37","38","43","44","47","51","55","62","63","64","0"
"03/06/05","1328","11","13","19","24","29","31","32","33","39","40","47","48","51","53","64","65","69","0"
"02/06/05","1327","05","06","19","27","28","32","35","36","39","42","47","48","51","61","66","69","70","0"
"02/06/05","1326","03","05","06","08","10","13","21","23","28","33","35","37","41","58","60","63","66","0"
"01/06/05","1325","02","03","04","05","14","19","24","36","38","42","44","51","54","56","61","63","68","0"
"01/06/05","1324","03","12","17","19","23","24","34","35","40","41","47","51","52","54","58","59","64","0"
"31/05/05","1323","02","03","07","08","09","11","19","32","35","41","43","48","52","55","56","57","64","0"
"31/05/05","1322","11","16","21","22","24","26","36","40","47","49","54","63","64","66","68","69","70","1"
"30/05/05","1321","08","11","13","14","17","20","24","33","44","47","51","56","58","61","62","65","69","0"
"30/05/05","1320","01","03","06","11","13","15","23","25","26","27","33","40","41","49","50","56","59","0"
"29/05/05","1319","01","02","06","09","10","14","15","19","20","23","35","41","49","51","52","54","65","0"
"29/05/05","1318","01","02","04","19","24","26","27","28","29","31","36","37","42","44","47","49","69","0"
"28/05/05","1317","05","06","20","24","30","31","33","37","38","40","44","49","54","55","58","60","63","0"
"27/05/05","1316","06","07","13","21","22","26","35","36","41","46","48","49","51","56","59","60","62","0"
"26/05/05","1315","03","04","05","08","09","12","14","15","18","19","30","32","34","42","44","55","65","3"
"26/05/05","1314","02","18","25","27","33","41","43","45","46","50","51","55","61","62","66","69","70","0"
"25/05/05","1313","10","13","14","17","19","22","23","25","28","31","33","35","37","41","52","54","67","0"
"25/05/05","1312","04","06","19","20","24","25","26","30","41","42","43","44","45","57","64","65","68","0"
"24/05/05","1311","05","22","24","26","28","30","32","39","41","43","49","52","58","59","61","68","69","1"
"24/05/05","1310","01","08","19","22","24","30","31","34","41","46","47","51","56","58","61","69","70","0"
"23/05/05","1309","01","02","04","06","11","16","17","19","27","34","35","45","47","49","59","65","67","0"
"23/05/05","1308","07","08","16","24","25","26","29","35","55","58","60","61","63","65","67","69","70","2"
"22/05/05","1307","03","04","05","15","19","21","22","23","24","29","47","48","50","51","55","58","66","0"
"22/05/05","1306","02","05","17","19","27","28","29","31","36","37","40","44","48","51","54","56","64","0"
"21/05/05","1305","04","07","15","17","26","29","41","45","50","52","54","60","61","63","65","67","69","0"
"20/05/05","1304","02","06","17","21","24","25","28","30","32","36","43","46","56","61","63","66","67","0"
"19/05/05","1303","01","02","04","06","11","15","18","20","23","24","26","39","50","56","59","67","70","1"
"19/05/05","1302","06","12","19","20","32","36","38","39","40","42","43","47","48","49","56","61","69","0"
"18/05/05","1301","02","08","10","14","27","28","34","39","40","43","49","60","62","63","66","68","70","0"
"18/05/05","1300","01","08","15","18","21","24","26","28","29","31","36","38","57","58","62","68","69","0"
"17/05/05","1299","10","11","18","19","24","25","26","31","37","38","43","49","50","64","68","69","70","2"
"17/05/05","1298","02","03","14","16","17","18","21","23","29","31","34","38","43","50","54","59","69","0"
"16/05/05","1297","01","02","04","07","22","29","30","31","40","52","53","54","55","57","58","66","68","0"
"16/05/05","1296","03","08","09","10","18","21","23","25","26","27","32","39","43","44","53","68","70","0"
"15/05/05","1295","06","09","11","13","30","34","43","45","51","53","55","56","59","64","66","67","69","0"
"15/05/05","1294","05","16","17","19","20","21","24","26","27","29","34","35","38","40","55","58","68","0"
"14/05/05","1293","02","05","11","15","16","17","24","26","31","32","33","35","36","46","57","59","62","0"
"13/05/05","1292","07","13","14","19","23","25","28","30","31","33","34","38","45","48","57","64","69","0"
"12/05/05","1291","06","09","10","19","22","24","25","28","38","41","44","47","49","50","51","53","59","0"
"12/05/05","1290","08","11","13","16","18","19","21","24","25","30","32","37","43","46","48","51","70","0"
"11/05/05","1289","01","05","08","09","16","22","28","34","35","38","39","45","49","51","55","60","68","1"
"10/05/05","1288","02","05","08","09","11","18","28","34","36","41","44","51","52","62","63","66","69","2"
"10/05/05","1287","08","09","16","22","24","25","26","27","30","32","51","52","63","64","65","67","69","0"
"09/05/05","1286","04","13","18","24","26","27","29","32","33","34","38","41","46","49","58","63","68","0"
"09/05/05","1285","03","11","17","22","26","28","30","32","40","42","46","52","58","60","63","67","70","1"
"08/05/05","1284","01","05","16","20","29","32","37","38","39","40","41","47","52","61","63","65","70","1"
"08/05/05","1283","09","15","21","22","28","33","37","40","42","43","46","52","56","58","61","68","69","0"
"07/05/05","1282","03","05","07","14","22","24","26","28","44","45","49","50","51","52","55","57","64","1"
"06/05/05","1281","04","07","12","17","21","22","25","29","30","33","39","41","44","46","51","52","62","0"
"05/05/05","1280","02","06","09","12","23","24","26","28","38","41","45","46","47","49","61","65","66","1"
"04/05/05","1279","15","17","21","22","32","34","44","45","46","47","48","55","59","60","63","64","67","0"
"04/05/05","1278","01","02","03","05","14","15","18","25","26","28","33","34","52","54","55","62","64","5"
"03/05/05","1277","04","05","06","09","10","12","16","17","24","34","35","42","45","46","51","67","69","1"
"03/05/05","1276","05","06","12","13","18","21","31","35","37","38","39","44","52","53","57","60","62","0"
"02/05/05","1275","02","04","13","15","16","19","21","26","35","38","41","49","51","56","59","64","67","0"
"02/05/05","1274","02","06","07","18","20","21","23","40","42","45","47","48","49","56","63","68","70","1"
"01/05/05","1273","07","17","21","23","24","26","32","36","37","39","42","48","56","57","58","66","69","0"
"01/05/05","1272","04","17","19","20","21","28","32","33","36","41","44","52","54","61","62","63","68","0"
"30/04/05","1271","03","11","18","23","26","31","34","41","42","48","49","53","56","57","62","63","65","0"
"29/04/05","1270","03","15","17","21","25","33","35","38","40","42","43","55","56","62","64","66","69","0"
"28/04/05","1269","01","04","06","11","14","18","21","22","32","40","55","59","61","62","63","67","69","0"
"28/04/05","1268","04","07","09","15","20","24","38","40","42","44","45","46","51","57","58","59","63","0"
"27/04/05","1267","01","07","10","12","15","16","25","26","34","39","44","46","52","54","56","60","66","0"
"27/04/05","1266","01","04","05","16","19","20","21","25","27","34","36","43","44","52","56","65","66","0"
"26/04/05","1265","08","10","15","23","26","29","32","36","38","41","48","49","52","53","56","69","70","0"
"26/04/05","1264","07","13","16","19","21","22","23","25","28","31","40","44","49","58","61","65","68","0"
"25/04/05","1263","02","04","09","11","15","19","20","21","23","29","30","37","42","46","51","52","62","0"
"25/04/05","1262","04","08","11","23","25","30","31","40","41","42","43","57","59","61","63","65","69","1"
"24/04/05","1261","05","08","09","13","17","22","25","26","31","34","39","50","51","52","53","55","60","0"
"22/04/05","1260","02","07","09","11","12","17","18","27","30","34","35","36","39","46","57","66","68","0"
"21/04/05","1259","01","05","10","11","18","22","25","40","42","44","46","51","55","60","62","64","70","1"
"21/04/05","1258","02","03","04","06","09","10","12","14","23","27","33","39","45","46","55","62","63","2"
"20/04/05","1257","01","07","10","12","20","22","39","40","41","42","45","47","48","55","60","61","67","0"
"20/04/05","1256","04","06","07","16","26","27","38","40","44","45","47","48","51","53","57","68","70","0"
"19/04/05","1255","02","07","08","19","20","21","23","29","30","38","39","40","43","46","50","55","59","0"
"19/04/05","1254","04","07","11","18","23","28","33","38","44","49","53","54","56","61","63","66","69","1"
"18/04/05","1253","02","03","04","05","11","14","17","19","22","24","27","43","51","59","64","67","68","0"
"18/04/05","1252","02","04","12","22","23","25","26","30","34","39","45","56","57","59","64","66","67","0"
"17/04/05","1251","04","12","17","19","25","26","32","37","39","41","50","55","60","61","63","64","70","1"
"17/04/05","1250","03","10","11","16","24","25","29","30","32","37","41","48","50","53","59","60","61","0"
"16/04/05","1249","04","05","06","11","13","14","25","32","36","41","48","51","53","58","60","61","64","0"
"15/04/05","1248","01","02","04","11","12","13","19","20","26","31","34","40","45","58","60","68","69","3"
"14/04/05","1247","02","10","12","13","18","22","25","26","32","35","40","45","47","49","55","66","69","0"
"14/04/05","1246","01","11","14","16","19","26","31","32","35","40","46","48","55","56","65","67","70","1"
"13/04/05","1245","05","07","08","09","14","18","27","29","30","33","38","39","41","59","62","63","67","0"
"13/04/05","1244","11","17","21","26","27","30","32","33","34","35","40","42","47","49","50","51","56","0"
"12/04/05","1243","01","05","08","10","11","14","15","33","35","43","46","52","53","55","56","58","70","1"
"12/04/05","1242","04","08","16","22","26","27","28","29","31","36","40","41","42","48","55","57","64","2"
"11/04/05","1241","02","05","07","13","14","16","17","28","29","31","37","42","49","50","52","53","66","0"
"11/04/05","1240","07","12","13","15","24","28","29","34","36","38","41","42","53","59","65","68","69","0"
"10/04/05","1239","07","09","12","14","15","17","19","26","27","38","50","56","58","60","63","68","70","1"
"10/04/05","1238","03","04","08","16","22","25","29","30","33","37","41","44","51","58","62","65","67","0"
"09/04/05","1237","06","12","19","20","21","23","24","28","39","40","44","45","46","52","55","65","70","0"
"08/04/05","1236","02","07","08","10","18","28","36","38","41","44","47","48","60","63","64","65","67","0"
"07/04/05","1235","20","22","24","26","27","28","32","38","47","49","54","55","56","57","59","60","62","0"
"07/04/05","1234","02","03","12","22","24","27","29","35","41","45","49","50","53","57","61","62","63","0"
"06/04/05","1233","03","10","11","13","15","19","20","23","30","33","43","49","50","52","56","62","67","2"
"06/04/05","1232","02","05","07","11","12","14","19","23","25","30","37","43","44","45","49","60","62","1"
"05/04/05","1231","13","16","20","25","27","32","42","44","45","46","49","50","58","60","62","68","70","0"
"05/04/05","1230","02","06","07","12","14","17","20","23","32","38","47","51","52","60","64","66","68","0"
"04/04/05","1229","02","07","10","12","13","15","17","23","25","26","31","40","49","55","56","67","68","0"
"04/04/05","1228","03","05","08","09","11","12","23","24","29","30","34","35","38","48","50","67","69","0"
"03/04/05","1227","01","02","06","07","09","14","20","28","30","32","36","40","45","47","60","62","67","1"
"03/04/05","1226","10","14","15","18","24","25","28","36","40","42","43","48","49","50","51","59","61","0"
"02/04/05","1225","09","16","21","24","33","34","35","46","47","49","50","52","55","57","60","63","69","0"
"01/04/05","1224","02","05","17","20","22","27","29","34","36","38","44","52","54","55","56","57","67","0"
"31/03/05","1223","07","13","14","16","17","19","21","26","33","36","40","41","51","54","57","63","68","0"
"31/03/05","1222","04","06","12","15","17","22","28","34","39","40","53","61","62","64","65","68","70","0"
"30/03/05","1221","01","02","11","13","18","25","33","36","37","40","41","45","51","57","58","61","63","0"
"30/03/05","1220","05","06","09","10","11","19","20","28","34","42","47","52","54","55","61","62","64","0"
"29/03/05","1219","06","07","09","15","25","26","27","34","35","44","51","52","63","65","66","69","70","1"
"29/03/05","1218","08","12","15","17","21","25","26","36","47","49","50","53","59","62","63","66","67","0"
"28/03/05","1217","02","04","10","15","18","20","27","40","41","42","44","47","49","60","62","67","69","0"
"28/03/05","1216","02","04","06","08","09","16","24","27","29","30","39","44","47","48","57","62","65","0"
"27/03/05","1215","04","05","06","07","15","17","21","27","29","37","38","39","41","44","48","49","52","0"
"27/03/05","1214","01","02","07","09","10","18","20","25","27","28","30","45","57","60","65","68","69","0"
"26/03/05","1213","01","05","21","29","30","31","35","44","45","47","50","54","57","60","62","66","70","1"
"25/03/05","1212","10","12","13","17","21","23","25","33","42","46","49","51","57","60","63","64","69","0"
"24/03/05","1211","06","08","20","22","25","34","35","37","49","50","53","56","57","58","60","65","69","0"
"24/03/05","1210","06","12","15","18","26","28","33","40","43","45","46","48","54","59","60","61","62","1"
"23/03/05","1209","01","10","15","18","22","27","28","30","31","40","41","45","46","51","55","56","67","0"
"23/03/05","1208","02","06","07","12","14","19","32","33","38","40","41","44","46","50","53","61","70","0"
"22/03/05","1207","05","15","17","20","23","25","27","30","33","41","43","45","46","57","60","67","69","1"
"22/03/05","1206","05","06","10","12","14","16","19","20","25","28","32","34","35","37","47","60","65","0"
"21/03/05","1205","01","06","15","16","23","28","32","35","41","47","49","50","51","57","64","68","70","0"
"21/03/05","1204","07","08","13","16","17","23","27","32","37","44","48","55","60","62","63","64","67","0"
"20/03/05","1203","03","05","07","19","21","25","32","34","39","48","49","52","54","58","60","67","69","0"
"20/03/05","1202","02","05","11","16","21","22","23","24","27","37","39","40","50","58","59","62","63","1"
"19/03/05","1201","05","06","11","19","20","26","28","29","30","33","43","44","48","55","61","68","69","0"
"18/03/05","1200","02","07","10","13","20","21","24","26","28","30","38","40","41","50","53","58","69","3"
"17/03/05","1199","06","09","27","29","33","35","39","40","42","45","46","54","58","59","63","65","66","0"
"17/03/05","1198","01","02","12","19","21","27","28","32","33","45","50","55","61","62","63","68","69","1"
"16/03/05","1197","02","05","09","11","12","18","28","29","36","38","39","46","48","51","53","55","64","1"
"16/03/05","1196","05","12","17","22","23","32","34","42","44","46","48","50","53","62","63","64","67","1"
"15/03/05","1195","11","22","27","33","34","39","43","44","45","47","49","50","51","52","55","62","63","0"
"15/03/05","1194","01","06","07","08","13","15","18","27","39","41","46","53","54","56","66","67","69","2"
"14/03/05","1193","08","12","14","25","28","36","38","45","46","49","51","52","54","60","66","68","70","1"
"14/03/05","1192","10","12","13","15","21","29","34","39","40","41","43","44","56","58","62","65","67","0"
"13/03/05","1191","06","14","15","16","26","27","28","31","33","36","42","47","52","54","61","66","69","0"
"13/03/05","1190","03","04","10","23","25","27","28","29","35","42","46","50","54","58","60","66","69","0"
"12/03/05","1189","07","09","10","12","15","17","18","33","36","39","43","51","57","59","60","63","66","0"
"11/03/05","1188","02","11","14","17","19","21","25","30","34","37","41","49","50","52","56","57","65","0"
"10/03/05","1187","06","09","10","14","17","27","29","34","37","38","40","42","44","46","50","52","61","0"
"10/03/05","1186","01","02","04","05","10","13","14","20","29","35","40","43","45","49","56","62","65","1"
"09/03/05","1185","03","05","12","22","27","31","40","41","45","48","52","55","59","62","64","67","69","0"
"09/03/05","1184","01","03","08","15","17","23","27","34","39","41","42","43","51","56","57","58","64","0"
"08/03/05","1183","02","07","20","29","31","32","37","40","44","47","51","53","55","57","62","68","70","0"
"08/03/05","1182","01","08","09","13","19","20","24","28","36","37","40","46","50","52","56","57","58","0"
"07/03/05","1181","02","05","06","07","31","40","47","53","54","55","57","59","60","61","62","65","66","0"
"07/03/05","1180","12","14","17","18","24","30","39","40","44","45","49","56","59","63","64","66","70","0"
"06/03/05","1179","05","15","20","23","25","28","36","45","50","53","54","55","56","61","64","65","67","3"
"06/03/05","1178","03","07","11","13","18","19","29","39","44","46","52","54","56","59","60","61","69","0"
"05/03/05","1177","03","12","15","24","30","32","33","35","42","46","52","54","55","57","64","67","70","0"
"04/03/05","1176","02","04","09","10","21","22","29","35","36","38","40","43","44","48","51","54","67","0"
"03/03/05","1175","03","04","11","18","20","30","32","34","38","45","46","53","54","55","63","69","70","0"
"03/03/05","1174","01","02","05","14","15","20","27","28","45","47","50","54","55","58","59","65","68","0"
"02/03/05","1173","09","11","18","20","23","28","30","33","34","43","44","46","54","61","67","69","70","0"
"02/03/05","1172","01","13","17","19","20","26","34","35","39","44","45","48","54","55","58","66","68","1"
"01/03/05","1171","10","16","18","19","25","27","32","34","38","39","40","45","49","52","53","62","67","0"
"01/03/05","1170","03","04","05","09","15","16","17","32","36","38","49","51","53","54","63","66","69","1"
